Object,Start,End,Count,Surface area,Flat area,Volume,
d001_o07,31,32,2,0.00776332,0.000615255,2.98485e-05,
d001_o08,33,34,2,0.0107824,0.00118692,5.75822e-05,
d001_o09,34,35,2,0.0107816,0.00118674,5.75735e-05,
d001_o10,38,38,1,0.00377224,0.000290556,1.4096e-05,
d001_o11,47,47,1,0.00377139,0.00029043,1.40899e-05,
d002,1,34,34,4.19227,11.5191,0.558838,
D002,1,51,51,0.884748,0.22756,0.0110399,
d002_o1,20,23,4,0.0229507,0.00268866,0.000130438,
d002_o2,26,28,3,0.017213,0.00201649,9.78282e-05,
d005,1,51,53,5.42716,14.0864,0.683388,
D005,1,6,6,0.115516,0.07447,0.00361284,
d005_c03,10,12,3,0.0757441,0.0602912,0.00292497,
d005_c04,17,22,7,0.233166,0.209887,0.0101824,
d005_c05,10,12,3,0.0669525,0.0414898,0.00201284,
d005_c06,21,25,5,0.116154,0.0707387,0.00343182,
d005_c07_sym,29,34,6,0.158166,0.115036,0.00558083,
d005_c08,35,36,2,0.0454815,0.0293753,0.00142511,
d005_c09,33,38,6,0.200446,0.173996,0.00844124,
d005_c11,40,43,4,0.0913047,0.062201,0.00301762,
d005_c12,35,39,5,0.134878,0.125037,0.00606606,
d005_c13,48,50,3,0.0617147,0.03867,0.00187603,
d005_c14,44,45,2,0.050911,0.0337945,0.00163951,
d005_cfa03,10,12,3,0.0242352,0.0242352,0,
d005_cfa04,17,22,7,0.0881309,0.0881309,0,
d005_cfa05,10,12,3,0.0232574,0.0232574,0,
d005_cfa06,21,25,5,0.0392507,0.0392507,0,
d005_cfa07_sym,29,34,6,0.0468104,0.0468104,0,
d005_cfa08,35,36,2,0.0160348,0.0160348,0,
d005_cfa09,33,38,6,0.0795766,0.0795766,0,
d005_cfa11,40,43,4,0.0294748,0.0294748,0,
d005_cfa12,36,39,5,0.0720078,0.0556114,0.00164066,
d005_cfa13,48,50,3,0.0300753,0.0190341,0.000393559,
d005_cfa14,44,45,2,0.0182638,0.0182638,0,
d005_o01_inc,1,5,5,0.0502761,0.002959,0.000143553,
d005_o02_inc,1,8,8,0.0732449,0.00391977,0.000190164,
d005_o03,10,16,7,0.0256175,0.00191408,9.28597e-05,
d005_o04,10,15,6,0.0234644,0.00243675,0.000118216,
d005_o05,17,20,4,0.016193,0.00133874,6.49476e-05,
d005_o06,25,30,6,0.0259343,0.00297675,0.000144414,
d005_o07_sym,29,34,6,0.0237326,0.00191664,9.29839e-05,
d005_o08,32,36,5,0.021145,0.00237459,0.000115201,
d005_o09,34,38,5,0.0197927,0.00160008,7.76261e-05,
d005_o10_filo,35,37,3,0.0126786,0.00142287,6.9029e-05,
d005_o10_filo_php,35,35,1,0.0152885,0.00777151,0.000377027,
d005_o11,35,39,5,0.0197568,0.00159404,7.73331e-05,
d005_o12,41,41,1,0.0042332,0.00047586,2.30859e-05,
d005_o13,43,50,8,0.0302908,0.00234173,0.000113607,
d005_o14,45,49,5,0.0172895,0.0015876,7.70208e-05,
d005_o15_inc,46,51,6,0.0646563,0.00407926,0.000197901,
d005_p01,1,5,5,0.156379,0.11149,0.00540882,
d005_p03,9,13,5,0.318979,0.302524,0.0146766,
d005_p04,11,27,17,0.96756,1.36975,0.0664519,
d005_p05,7,20,15,0.611735,0.457313,0.0221861,
d005_p06,19,30,14,0.472869,0.410443,0.0199122,
d005_p08,30,37,9,0.483563,0.377549,0.0183164,
d005_p09,28,42,15,0.891576,0.989342,0.0479969,
d005_p10,31,36,7,0.37184,0.185684,0.00900827,
d005_p11,35,45,11,0.518586,0.41086,0.0199325,
d005_p12,36,41,6,0.365562,0.409406,0.0198619,
d005_p13,43,50,13,0.558259,0.398093,0.0193131,
d005_p14,44,49,6,0.296784,0.275027,0.0133427,
d005_PR_p13???,49,49,1,0.0150753,0.00758285,0.000367874,
d005_PR_shaft???,41,41,1,0.0188826,0.0119066,0.000577638,
d005_scalecube,24,24,1,0.0146512,0.00316009,0.000153309,
d005_SER_p01,1,3,3,0.0261393,0.00336001,0.000163008,
d005_SER_p02,2,2,1,0.0083153,0.00102102,4.95338e-05,
d005_SER_p04,12,19,8,0.0936514,0.0161725,0.000784591,
d005_SER_p09??,32,37,6,0.0604955,0.00900541,0.000436888,
domain1,4,4,1,0.628124,12.1124,0.587623,
Kristen Test,3,3,1,0.118053,0.464763,0.0225475,
mito01,3,7,5,0.0493416,0.0493416,0,
mito02,2,9,8,0.0925876,0.0925876,0,
mito03,14,19,6,0.0630931,0.0630931,0,
mito04,23,27,5,0.0543,0.0543,0,
mito05,24,29,6,0.0612801,0.0612801,0,
mito06,25,31,7,0.0629813,0.0629813,0,
mito07,34,39,6,0.0805579,0.0805579,0,
mito08,30,35,6,0.0822823,0.0822823,0,
mito09,24,30,7,0.0936531,0.0936531,0,
mito10,44,48,5,0.0456256,0.0456256,0,
PRexample,44,44,1,0.00120282,1.636e-05,7.93689e-07,
sym_CAND_1_nonspiny dendrite,22,24,3,0.129621,0.180204,0.00874243,
sym_CAND_2,28,30,3,0.158553,0.220114,0.0106786,
sym_CAND_3,23,25,3,0.144992,0.159639,0.00774474,
sym_CAND_4_investigate,30,30,1,0.0815953,0.224984,0.0109149,
sym_CAND_5_investigate,31,31,1,0.0782516,0.201358,0.00976867,
sym_CAND_6_investigate,29,29,1,0.0626606,0.130598,0.00633581,
sym_CAND_7_investigate,32,32,1,0.0979068,0.305428,0.0148175,
sym_CAND_8_investigate,42,42,1,0.088743,0.261241,0.0126738,
sym_CAND_9_investigate,30,30,1,0.0783156,0.206613,0.0100236,
TEM FIELD,1,51,51,88.976,4110.98,199.44,
